date,areaName,newCasesByPublishDate,cumCasesByPublishDate,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate
2020-08-11,London,90,,0,,,1.0,6172.0,68.9
2020-08-12,London,93,,0,,,0.0,6172.0,68.9
2020-08-13,London,0,,0,,,2.0,6174.0,68.9
2020-08-14,London,300,,0,,,0.0,6174.0,68.9
2020-08-15,London,119,,0,6161.0,68.7,0.0,6174.0,68.9
2020-08-16,London,136,,0,6161.0,68.7,0.0,6174.0,68.9
2020-08-17,London,95,,1,6162.0,68.8,2.0,6176.0,68.9
2020-08-18,London,145,,2,6164.0,68.8,1.0,6177.0,68.9
2020-08-19,London,105,,0,6164.0,68.8,0.0,6177.0,68.9
2020-08-20,London,172,,0,6164.0,68.8,1.0,6178.0,68.9
2020-08-21,London,101,,0,6162.0,68.8,0.0,6178.0,68.9
2020-08-22,London,183,,4,6166.0,68.8,1.0,6179.0,68.9
2020-08-23,London,155,,1,6167.0,68.8,0.0,6179.0,68.9
2020-08-24,London,133,,0,6167.0,68.8,0.0,6179.0,68.9
2020-08-25,London,206,,2,6169.0,68.8,1.0,6180.0,69.0
2020-08-26,London,155,,1,6170.0,68.8,0.0,6180.0,69.0
2020-08-27,London,210,,1,6171.0,68.9,0.0,6180.0,69.0
2020-08-28,London,166,,0,6171.0,68.9,0.0,6180.0,69.0
2020-08-29,London,143,,0,,,0.0,6180.0,69.0
2020-08-30,London,197,,0,6171.0,68.9,0.0,6180.0,69.0
2020-08-31,London,160,,0,6171.0,68.9,1.0,6181.0,69.0
2020-09-01,London,188,,0,6171.0,68.9,0.0,6181.0,69.0
2020-09-02,London,190,,0,6171.0,68.9,1.0,6182.0,69.0
2020-09-03,London,216,,0,6171.0,68.9,1.0,6183.0,69.0
2020-09-04,London,296,,0,6171.0,68.9,0.0,6183.0,69.0
2020-09-05,London,232,,1,6172.0,68.9,0.0,6183.0,69.0
2020-09-06,London,308,,1,6173.0,68.9,2.0,6185.0,69.0
2020-09-07,London,274,,0,6173.0,68.9,0.0,6185.0,69.0
2020-09-08,London,327,,1,6174.0,68.9,0.0,6185.0,69.0
2020-09-09,London,315,,2,6176.0,68.9,0.0,6185.0,69.0
2020-09-10,London,304,,1,6177.0,68.9,2.0,6187.0,69.0
2020-09-11,London,416,,0,6177.0,68.9,3.0,6190.0,69.1
2020-09-12,London,393,,1,6178.0,68.9,0.0,6190.0,69.1
2020-09-13,London,311,,0,6178.0,68.9,0.0,6190.0,69.1
2020-09-14,London,218,,0,6178.0,68.9,0.0,6190.0,69.1
2020-09-15,London,278,,0,6178.0,68.9,1.0,6191.0,69.1
2020-09-16,London,243,,2,6180.0,69.0,2.0,6193.0,69.1
2020-09-17,London,247,,0,6179.0,68.9,3.0,6196.0,69.1
2020-09-18,London,377,,2,6181.0,69.0,1.0,6197.0,69.1
2020-09-19,London,320,,6,6187.0,69.0,3.0,6200.0,69.2
2020-09-20,London,241,,1,6188.0,69.0,4.0,6204.0,69.2
2020-09-21,London,282,,1,6189.0,69.1,4.0,6208.0,69.3
2020-09-22,London,354,,2,6191.0,69.1,6.0,6214.0,69.3
2020-09-23,London,531,,4,6195.0,69.1,7.0,6221.0,69.4
2020-09-24,London,620,,6,6201.0,69.2,2.0,6223.0,69.4
2020-09-25,London,584,,4,6205.0,69.2,1.0,6224.0,69.4
2020-09-26,London,361,,2,6207.0,69.3,1.0,6225.0,69.5
2020-09-27,London,587,,1,6208.0,69.3,1.0,6226.0,69.5
2020-09-28,London,397,,2,6210.0,69.3,4.0,6230.0,69.5
2020-09-29,London,504,,3,6213.0,69.3,9.0,6239.0,69.6
2020-09-30,London,388,,7,6220.0,69.4,6.0,6245.0,69.7
2020-10-01,London,551,,6,6226.0,69.5,5.0,6250.0,69.7
2020-10-02,London,497,,7,6233.0,69.5,3.0,6253.0,69.8
2020-10-03,London,1070,,3,6236.0,69.6,2.0,6255.0,69.8
2020-10-04,London,1965,,1,6237.0,69.6,2.0,6257.0,69.8
2020-10-05,London,989,,2,6239.0,69.6,8.0,6265.0,69.9
2020-10-06,London,916,,2,6241.0,69.6,5.0,6270.0,70.0
2020-10-07,London,1310,,6,6247.0,69.7,6.0,6276.0,70.0
2020-10-08,London,1252,,7,6254.0,69.8,5.0,6281.0,70.1
2020-10-09,London,1457,,7,6261.0,69.9,7.0,6288.0,70.2
2020-10-10,London,1174,,6,6267.0,69.9,5.0,6293.0,70.2
2020-10-11,London,637,,5,6272.0,70.0,4.0,6297.0,70.3
2020-10-12,London,801,,3,6275.0,70.0,5.0,6302.0,70.3
2020-10-13,London,1441,,4,6279.0,70.1,5.0,6307.0,70.4
2020-10-14,London,1722,,12,6291.0,70.2,4.0,6311.0,70.4
2020-10-15,London,1843,,3,6294.0,70.2,12.0,6323.0,70.6
2020-10-16,London,1394,,4,6298.0,70.3,7.0,6330.0,70.6
2020-10-17,London,1166,,11,6309.0,70.4,4.0,6334.0,70.7
2020-10-18,London,1646,,3,6312.0,70.4,6.0,6340.0,70.7
2020-10-19,London,1945,,3,6315.0,70.5,11.0,6351.0,70.9
2020-10-20,London,1480,,8,6323.0,70.6,7.0,6358.0,70.9
2020-10-21,London,2862,,6,6329.0,70.6,15.0,6373.0,71.1
2020-10-22,London,1646,,8,6337.0,70.7,11.0,6384.0,71.2
2020-10-23,London,1718,,16,6353.0,70.9,6.0,6390.0,71.3
2020-10-24,London,2221,,4,6357.0,70.9,18.0,6408.0,71.5
2020-10-25,London,1791,,7,6364.0,71.0,11.0,6419.0,71.6
2020-10-26,London,1807,,7,6371.0,71.1,12.0,6431.0,71.8
2020-10-27,London,1999,,16,6387.0,71.3,15.0,6446.0,71.9
2020-10-28,London,2477,,17,6404.0,71.5,21.0,6467.0,72.2
2020-10-29,London,1933,,19,6423.0,71.7,12.0,6479.0,72.3
2020-10-30,London,2431,,17,6440.0,71.9,14.0,6493.0,72.5
2020-10-31,London,1568,,14,6454.0,72.0,6.0,6499.0,72.5
2020-11-01,London,2056,,3,6457.0,72.0,16.0,6515.0,72.7
2020-11-02,London,1739,,11,6468.0,72.2,17.0,6532.0,72.9
2020-11-03,London,1575,,16,6484.0,72.4,12.0,6544.0,73.0
2020-11-04,London,2307,,26,6510.0,72.6,16.0,6560.0,73.2
2020-11-05,London,2083,,11,6521.0,72.8,14.0,6574.0,73.4
2020-11-06,London,1948,,13,6534.0,72.9,16.0,6590.0,73.5
2020-11-07,London,2352,,18,6552.0,73.1,22.0,6612.0,73.8
2020-11-08,London,1804,,8,6560.0,73.2,20.0,6632.0,74.0
2020-11-09,London,2088,,10,6570.0,73.3,28.0,6660.0,74.3
2020-11-10,London,1501,,21,6591.0,73.5,15.0,6675.0,74.5
2020-11-11,London,2053,,33,6624.0,73.9,11.0,6686.0,74.6
2020-11-12,London,3929,,27,6651.0,74.2,19.0,6705.0,74.8
2020-11-13,London,2917,,14,6665.0,74.4,14.0,6719.0,75.0
2020-11-14,London,2588,,19,6684.0,74.6,21.0,6740.0,75.2
2020-11-15,London,2643,,9,6693.0,74.7,19.0,6759.0,75.4
2020-11-16,London,674,,8,6701.0,74.8,31.0,6790.0,75.8
2020-11-17,London,2102,,49,6750.0,75.3,28.0,6818.0,76.1
2020-11-18,London,2023,,8,6758.0,75.4,20.0,6838.0,76.3
2020-11-19,London,2540,,30,6788.0,75.7,24.0,6862.0,76.6
2020-11-20,London,1908,,35,6823.0,76.1,26.0,6888.0,76.9
2020-11-21,London,2547,,0,6821.0,76.1,20.0,6908.0,77.1
2020-11-22,London,2979,,26,6847.0,76.4,29.0,6937.0,77.4
2020-11-23,London,2075,,15,6862.0,76.6,19.0,6956.0,77.6
2020-11-24,London,1409,,22,6884.0,76.8,28.0,6984.0,77.9
2020-11-25,London,2503,,42,6926.0,77.3,38.0,7022.0,78.4
2020-11-26,London,2085,,27,6953.0,77.6,27.0,7049.0,78.7
2020-11-27,London,1800,,38,6991.0,78.0,20.0,7069.0,78.9
2020-11-28,London,2260,,30,7021.0,78.3,32.0,7101.0,79.2
2020-11-29,London,1639,,11,7032.0,78.5,48.0,7149.0,79.8
2020-11-30,London,2069,,19,7051.0,78.7,26.0,7175.0,80.1
2020-12-01,London,1964,,35,7086.0,79.1,20.0,7195.0,80.3
2020-12-02,London,2614,,42,7128.0,79.5,25.0,7220.0,80.6
2020-12-03,London,2081,,33,7161.0,79.9,33.0,7253.0,80.9
2020-12-04,London,2823,,32,7193.0,80.3,29.0,7282.0,81.3
2020-12-05,London,2376,,27,7220.0,80.6,23.0,7305.0,81.5
2020-12-06,London,3198,,17,7237.0,80.8,18.0,7323.0,81.7
2020-12-07,London,2460,,18,7255.0,81.0,30.0,7353.0,82.0
2020-12-08,London,2203,,32,7287.0,81.3,30.0,7383.0,82.4
2020-12-09,London,2550,,35,7322.0,81.7,26.0,7409.0,82.7
2020-12-10,London,4144,,40,7362.0,82.1,12.0,7421.0,82.8
2020-12-11,London,4755,,34,7396.0,82.5,8.0,7429.0,82.9
2020-12-12,London,4283,,28,7424.0,82.8,5.0,7434.0,83.0
2020-12-13,London,4166,201243.0,10,7434.0,83.0,,,
2020-01-03,East of England,0,,0,,,,,
2020-01-04,East of England,0,,0,,,,,
2020-01-05,East of England,0,,0,,,,,
2020-01-06,East of England,0,,0,,,,,
2020-01-07,East of England,0,,0,,,,,
2020-01-08,East of England,0,,0,,,,,
2020-01-09,East of England,0,,0,,,,,
2020-01-10,East of England,0,,0,,,,,
2020-01-11,East of England,0,,0,,,,,
2020-01-12,East of England,0,,0,,,,,
2020-01-13,East of England,0,,0,,,,,
2020-01-14,East of England,0,,0,,,,,
2020-01-15,East of England,0,,0,,,,,
2020-01-16,East of England,0,,0,,,,,
2020-01-17,East of England,0,,0,,,,,
2020-01-18,East of England,0,,0,,,,,
2020-01-19,East of England,0,,0,,,,,
2020-01-20,East of England,0,,0,,,,,
2020-01-21,East of England,0,,0,,,,,
2020-01-22,East of England,0,,0,,,,,
2020-01-23,East of England,0,,0,,,,,
2020-01-24,East of England,0,,0,,,,,
2020-01-25,East of England,0,,0,,,,,
2020-01-26,East of England,0,,0,,,,,
2020-01-27,East of England,0,,0,,,,,
2020-01-28,East of England,0,,0,,,,,
2020-01-29,East of England,0,,0,,,,,
2020-01-30,East of England,0,,0,,,,,
2020-01-31,East of England,0,,0,,,,,
2020-02-01,East of England,0,,0,,,,,
2020-02-02,East of England,0,,0,,,,,
2020-02-03,East of England,0,,0,,,,,
2020-02-04,East of England,0,,0,,,,,
2020-02-05,East of England,0,,0,,,,,
2020-02-06,East of England,0,,0,,,,,
2020-02-07,East of England,0,,0,,,,,
2020-02-08,East of England,0,,0,,,,,
2020-02-09,East of England,0,,0,,,,,
2020-02-10,East of England,0,,0,,,,,
2020-02-11,East of England,0,,0,,,,,
2020-02-12,East of England,0,,0,,,,,
2020-02-13,East of England,0,,0,,,,,
2020-02-14,East of England,0,,0,,,,,
2020-02-15,East of England,0,,0,,,,,
2020-02-16,East of England,0,,0,,,,,
2020-02-17,East of England,0,,0,,,,,
2020-02-18,East of England,0,,0,,,,,
2020-02-19,East of England,0,,0,,,,,
2020-02-20,East of England,0,,0,,,,,
2020-02-21,East of England,0,,0,,,,,
2020-02-22,East of England,0,,0,,,,,
2020-02-23,East of England,0,,0,,,,,
2020-02-24,East of England,0,,0,,,,,
2020-02-25,East of England,0,,0,,,,,
2020-02-26,East of England,0,,0,,,,,
2020-02-27,East of England,0,,0,,,,,
2020-02-28,East of England,0,,0,,,,,
2020-02-29,East of England,0,,0,,,,,
2020-03-01,East of England,0,,0,,,,,
2020-03-02,East of England,0,,0,,,1.0,1.0,0.0
2020-03-03,East of England,0,,0,,,0.0,1.0,0.0
2020-03-04,East of England,0,,0,,,0.0,1.0,0.0
2020-03-05,East of England,0,,0,,,0.0,1.0,0.0
2020-03-06,East of England,0,,0,,,0.0,1.0,0.0
2020-03-07,East of England,0,,0,,,0.0,1.0,0.0
2020-03-08,East of England,0,,0,,,0.0,1.0,0.0
2020-03-09,East of England,0,,0,,,1.0,2.0,0.0
2020-03-10,East of England,0,,0,,,0.0,2.0,0.0
2020-03-11,East of England,0,,0,,,0.0,2.0,0.0
2020-03-12,East of England,0,,0,,,0.0,2.0,0.0
2020-03-13,East of England,0,,0,,,1.0,3.0,0.0
2020-03-14,East of England,0,,0,,,0.0,3.0,0.0
2020-03-15,East of England,0,,0,,,2.0,5.0,0.1
2020-03-16,East of England,0,,0,,,2.0,7.0,0.1
2020-03-17,East of England,0,,0,,,2.0,9.0,0.1
2020-03-18,East of England,0,,0,,,3.0,12.0,0.2
2020-03-19,East of England,0,,0,,,5.0,17.0,0.3
2020-03-20,East of England,0,,0,,,2.0,19.0,0.3
2020-03-21,East of England,0,,0,,,9.0,28.0,0.4
2020-03-22,East of England,0,,0,,,13.0,41.0,0.7
2020-03-23,East of England,0,,0,,,13.0,54.0,0.9
2020-03-24,East of England,0,,0,,,22.0,76.0,1.2
2020-03-25,East of England,0,,0,,,22.0,98.0,1.6
2020-03-26,East of England,0,,0,,,34.0,132.0,2.1
2020-03-27,East of England,0,,0,,,40.0,172.0,2.8
2020-03-28,East of England,0,,0,,,37.0,209.0,3.4
2020-03-29,East of England,0,,0,,,49.0,258.0,4.1
2020-03-30,East of England,0,,0,,,49.0,307.0,4.9
2020-03-31,East of England,0,,0,,,73.0,380.0,6.1
2020-04-01,East of England,0,,0,,,74.0,454.0,7.3
2020-04-02,East of England,0,,0,,,70.0,524.0,8.4
2020-04-03,East of England,0,,0,,,86.0,610.0,9.8
2020-04-04,East of England,0,,0,,,71.0,681.0,10.9
2020-04-05,East of England,0,,0,,,89.0,770.0,12.3
2020-04-06,East of England,0,,0,,,76.0,846.0,13.6
2020-04-07,East of England,0,,0,,,111.0,957.0,15.3
2020-04-08,East of England,0,,0,,,114.0,1071.0,17.2
2020-04-09,East of England,0,,0,,,96.0,1167.0,18.7
2020-04-10,East of England,0,,0,,,71.0,1238.0,19.9
2020-04-11,East of England,0,,0,,,103.0,1341.0,21.5
2020-04-12,East of England,0,,0,,,101.0,1442.0,23.1
2020-04-13,East of England,0,,0,,,82.0,1524.0,24.4
2020-04-14,East of England,0,,0,,,73.0,1597.0,25.6
2020-04-15,East of England,0,,0,,,86.0,1683.0,27.0
2020-04-16,East of England,0,,0,,,84.0,1767.0,28.3
2020-04-17,East of England,360,,0,,,87.0,1854.0,29.7
2020-04-18,East of England,344,,0,,,76.0,1930.0,30.9
2020-04-19,East of England,273,,0,,,75.0,2005.0,32.2
2020-04-20,East of England,256,,0,,,72.0,2077.0,33.3
2020-04-21,East of England,235,,0,,,79.0,2156.0,34.6
2020-04-22,East of England,251,,0,,,76.0,2232.0,35.8
2020-04-23,East of England,436,,0,,,60.0,2292.0,36.8
2020-04-24,East of England,224,,0,,,85.0,2377.0,38.1
2020-04-25,East of England,297,,0,,,59.0,2436.0,39.1
2020-04-26,East of England,150,,0,,,64.0,2500.0,40.1
2020-04-27,East of England,244,,0,,,58.0,2558.0,41.0
2020-04-28,East of England,338,,0,,,67.0,2625.0,42.1
2020-04-29,East of England,128,,0,,,46.0,2671.0,42.8
2020-04-30,East of England,239,,0,,,67.0,2738.0,43.9
2020-05-01,East of England,238,,0,,,72.0,2810.0,45.1
2020-05-02,East of England,273,,0,,,38.0,2848.0,45.7
2020-05-03,East of England,158,,0,,,54.0,2902.0,46.5
2020-05-04,East of England,134,,0,,,36.0,2938.0,47.1
2020-05-05,East of England,162,,0,,,48.0,2986.0,47.9
2020-05-06,East of England,151,,0,,,51.0,3037.0,48.7
2020-05-07,East of England,242,,0,,,49.0,3086.0,49.5
2020-05-08,East of England,224,,0,,,36.0,3122.0,50.1
2020-05-09,East of England,220,,0,,,40.0,3162.0,50.7
2020-05-10,East of England,125,,0,,,34.0,3196.0,51.3
2020-05-11,East of England,94,,0,,,25.0,3221.0,51.7
2020-05-12,East of England,81,,0,,,35.0,3256.0,52.2
2020-05-13,East of England,188,,0,,,35.0,3291.0,52.8
2020-05-14,East of England,152,,0,,,33.0,3324.0,53.3
2020-05-15,East of England,155,,0,,,30.0,3354.0,53.8
2020-05-16,East of England,101,,0,,,35.0,3389.0,54.3
2020-05-17,East of England,60,,0,,,33.0,3422.0,54.9
2020-05-18,East of England,97,,0,,,39.0,3461.0,55.5
2020-05-19,East of England,44,,0,,,22.0,3483.0,55.9
2020-05-20,East of England,138,,0,,,41.0,3524.0,56.5
2020-05-21,East of England,83,,0,,,24.0,3548.0,56.9
2020-05-22,East of England,164,,0,,,24.0,3572.0,57.3
2020-05-23,East of England,119,,0,,,25.0,3597.0,57.7
2020-05-24,East of England,42,,0,,,25.0,3622.0,58.1
2020-05-25,East of England,35,,0,,,27.0,3649.0,58.5
2020-05-26,East of England,65,,0,,,22.0,3671.0,58.9
2020-05-27,East of England,125,,0,,,19.0,3690.0,59.2
2020-05-28,East of England,85,,0,,,25.0,3715.0,59.6
2020-05-29,East of England,85,,0,,,27.0,3742.0,60.0
2020-05-30,East of England,56,,0,,,17.0,3759.0,60.3
2020-05-31,East of England,32,,0,,,10.0,3769.0,60.4
2020-06-01,East of England,16,,0,,,15.0,3784.0,60.7
2020-06-02,East of England,61,,0,,,20.0,3804.0,61.0
2020-06-03,East of England,30,,0,,,14.0,3818.0,61.2
2020-06-04,East of England,42,,0,,,15.0,3833.0,61.5
2020-06-05,East of England,122,,0,,,16.0,3849.0,61.7
2020-06-06,East of England,34,,0,,,9.0,3858.0,61.9
2020-06-07,East of England,17,,0,,,11.0,3869.0,62.0
2020-06-08,East of England,5,,0,,,11.0,3880.0,62.2
2020-06-09,East of England,183,,0,,,8.0,3888.0,62.3
2020-06-10,East of England,0,,0,,,14.0,3902.0,62.6
2020-06-11,East of England,33,,0,,,4.0,3906.0,62.6
2020-06-12,East of England,41,,0,,,8.0,3914.0,62.8
2020-06-13,East of England,40,,0,,,6.0,3920.0,62.9
2020-06-14,East of England,32,,0,,,7.0,3927.0,63.0
2020-06-15,East of England,4,,0,,,7.0,3934.0,63.1
2020-06-16,East of England,54,,0,,,4.0,3938.0,63.1
2020-06-17,East of England,32,,0,,,8.0,3946.0,63.3
2020-06-18,East of England,44,,0,,,5.0,3951.0,63.4
2020-06-19,East of England,82,,0,,,8.0,3959.0,63.5
2020-06-20,East of England,61,,0,,,8.0,3967.0,63.6
2020-06-21,East of England,42,,0,,,6.0,3973.0,63.7
2020-06-22,East of England,20,,0,,,11.0,3984.0,63.9
2020-06-23,East of England,34,,0,,,4.0,3988.0,64.0
2020-06-24,East of England,6,,0,,,8.0,3996.0,64.1
2020-06-25,East of England,28,,0,,,2.0,3998.0,64.1
2020-06-26,East of England,18,,0,,,6.0,4004.0,64.2
2020-06-27,East of England,15,,0,,,7.0,4011.0,64.3
2020-06-28,East of England,9,,0,,,6.0,4017.0,64.4
2020-06-29,East of England,10,,0,,,6.0,4023.0,64.5
2020-06-30,East of England,82,,0,,,5.0,4028.0,64.6
2020-07-01,East of England,7898,,0,,,3.0,4031.0,64.6
2020-07-02,East of England,24,,0,,,8.0,4039.0,64.8
2020-07-03,East of England,47,,0,,,2.0,4041.0,64.8
2020-07-04,East of England,41,,0,,,7.0,4048.0,64.9
2020-07-05,East of England,42,,0,,,5.0,4053.0,65.0
2020-07-06,East of England,31,,0,,,3.0,4056.0,65.0
2020-07-07,East of England,90,,0,,,5.0,4061.0,65.1
2020-07-08,East of England,57,,0,,,2.0,4063.0,65.2
2020-07-09,East of England,45,,0,,,6.0,4069.0,65.2
2020-07-10,East of England,40,,0,,,5.0,4074.0,65.3
2020-07-11,East of England,72,,0,,,3.0,4077.0,65.4
2020-07-12,East of England,75,,0,,,1.0,4078.0,65.4
2020-07-13,East of England,52,,0,,,7.0,4085.0,65.5
2020-07-14,East of England,40,,0,,,2.0,4087.0,65.5
2020-07-15,East of England,34,,0,,,1.0,4088.0,65.6
2020-07-16,East of England,48,,0,,,1.0,4089.0,65.6
2020-07-17,East of England,59,,0,,,2.0,4091.0,65.6
2020-07-18,East of England,107,,0,,,2.0,4093.0,65.6
2020-07-19,East of England,80,,0,,,2.0,4095.0,65.7
2020-07-20,East of England,30,,0,,,3.0,4098.0,65.7
2020-07-21,East of England,27,,0,,,0.0,4098.0,65.7
2020-07-22,East of England,44,,0,,,3.0,4101.0,65.8
2020-07-23,East of England,66,,0,,,1.0,4102.0,65.8
2020-07-24,East of England,73,,0,,,1.0,4103.0,65.8
2020-07-25,East of England,50,,0,,,1.0,4104.0,65.8
2020-07-26,East of England,61,,0,,,1.0,4105.0,65.8
2020-07-27,East of England,42,,0,,,2.0,4107.0,65.9
2020-07-28,East of England,37,,0,,,1.0,4108.0,65.9
2020-07-29,East of England,41,,0,,,0.0,4108.0,65.9
2020-07-30,East of England,69,,0,,,1.0,4109.0,65.9
2020-07-31,East of England,68,,0,,,1.0,4110.0,65.9
2020-08-01,East of England,61,,0,,,1.0,4111.0,65.9
2020-08-02,East of England,34,,0,,,0.0,4111.0,65.9
2020-08-03,East of England,51,,0,,,0.0,4111.0,65.9
2020-08-04,East of England,57,,0,,,1.0,4112.0,65.9
2020-08-05,East of England,50,,0,,,0.0,4112.0,65.9
2020-08-06,East of England,28,,0,,,0.0,4112.0,65.9
2020-08-07,East of England,55,,0,,,1.0,4113.0,66.0
2020-08-08,East of England,48,,0,,,0.0,4113.0,66.0
2020-08-09,East of England,68,,0,,,1.0,4114.0,66.0
2020-08-10,East of England,57,,0,,,0.0,4114.0,66.0
2020-08-11,East of England,64,,0,,,2.0,4116.0,66.0
2020-08-12,East of England,52,,0,,,1.0,4117.0,66.0
2020-08-13,East of England,0,,0,,,0.0,4117.0,66.0
2020-08-14,East of England,90,,0,4115.0,66.0,1.0,4118.0,66.0
2020-08-15,East of England,51,,0,,,0.0,4118.0,66.0
2020-08-16,East of England,65,,0,,,0.0,4118.0,66.0
2020-08-17,East of England,34,,0,4120.0,66.1,1.0,4119.0,66.1
2020-08-18,East of England,68,,0,4119.0,66.1,2.0,4121.0,66.1
2020-08-19,East of England,39,,0,4119.0,66.1,0.0,4121.0,66.1
2020-08-20,East of England,44,,3,4122.0,66.1,2.0,4123.0,66.1
2020-08-21,East of England,63,,0,4118.0,66.0,0.0,4123.0,66.1
2020-08-22,East of England,74,,5,4123.0,66.1,0.0,4123.0,66.1
2020-08-23,East of England,59,,0,4123.0,66.1,1.0,4124.0,66.1
2020-08-24,East of England,59,,0,4123.0,66.1,1.0,4125.0,66.1
2020-08-25,East of England,80,,1,4124.0,66.1,0.0,4125.0,66.1
2020-08-26,East of England,69,,0,4124.0,66.1,1.0,4126.0,66.2
2020-08-27,East of England,97,,3,4127.0,66.2,1.0,4127.0,66.2
2020-08-28,East of England,118,,0,4127.0,66.2,0.0,4127.0,66.2
2020-08-29,East of England,62,,0,,,0.0,4127.0,66.2
2020-08-30,East of England,115,,3,4130.0,66.2,0.0,4127.0,66.2
2020-08-31,East of England,91,,0,4130.0,66.2,0.0,4127.0,66.2
2020-09-01,East of England,108,,0,4130.0,66.2,0.0,4127.0,66.2
2020-09-02,East of England,81,,0,4130.0,66.2,1.0,4128.0,66.2
2020-09-03,East of England,101,,1,4131.0,66.2,1.0,4129.0,66.2
2020-09-04,East of England,95,,1,4132.0,66.3,0.0,4129.0,66.2
2020-09-05,East of England,118,,1,4133.0,66.3,0.0,4129.0,66.2
2020-09-06,East of England,108,,0,4133.0,66.3,1.0,4130.0,66.2
2020-09-07,East of England,108,,0,4133.0,66.3,0.0,4130.0,66.2
2020-09-08,East of England,116,,2,4135.0,66.3,0.0,4130.0,66.2
2020-09-09,East of England,113,,0,4135.0,66.3,0.0,4130.0,66.2
2020-09-10,East of England,164,,1,4136.0,66.3,0.0,4130.0,66.2
2020-09-11,East of England,135,,0,4136.0,66.3,0.0,4130.0,66.2
2020-09-12,East of England,180,,0,4136.0,66.3,0.0,4130.0,66.2
2020-09-13,East of England,135,,0,4136.0,66.3,1.0,4131.0,66.2
2020-09-14,East of England,75,,0,4136.0,66.3,1.0,4132.0,66.3
2020-09-15,East of England,131,,2,4138.0,66.4,0.0,4132.0,66.3
2020-09-16,East of England,104,,0,4138.0,66.4,1.0,4133.0,66.3
2020-09-17,East of England,126,,0,4138.0,66.4,1.0,4134.0,66.3
2020-09-18,East of England,107,,1,4139.0,66.4,0.0,4134.0,66.3
2020-09-19,East of England,139,,0,4139.0,66.4,0.0,4134.0,66.3
2020-09-20,East of England,135,,1,4140.0,66.4,2.0,4136.0,66.3
2020-09-21,East of England,173,,1,4141.0,66.4,0.0,4136.0,66.3
2020-09-22,East of England,189,,2,4143.0,66.4,3.0,4139.0,66.4
2020-09-23,East of England,238,,1,4144.0,66.5,1.0,4140.0,66.4
2020-09-24,East of England,263,,2,4146.0,66.5,1.0,4141.0,66.4
2020-09-25,East of England,209,,0,4146.0,66.5,2.0,4143.0,66.4
2020-09-26,East of England,176,,2,4148.0,66.5,1.0,4144.0,66.5
2020-09-27,East of England,194,,0,4148.0,66.5,1.0,4145.0,66.5
2020-09-28,East of England,150,,0,4147.0,66.5,5.0,4150.0,66.5
2020-09-29,East of England,223,,4,4151.0,66.6,4.0,4154.0,66.6
2020-09-30,East of England,176,,3,4154.0,66.6,2.0,4156.0,66.6
2020-10-01,East of England,275,,5,4159.0,66.7,3.0,4159.0,66.7
2020-10-02,East of England,225,,2,4161.0,66.7,1.0,4160.0,66.7
2020-10-03,East of England,382,,2,4163.0,66.8,1.0,4161.0,66.7
2020-10-04,East of England,827,,2,4165.0,66.8,1.0,4162.0,66.7
2020-10-05,East of England,369,,0,4165.0,66.8,1.0,4163.0,66.8
2020-10-06,East of England,492,,0,4165.0,66.8,4.0,4167.0,66.8
2020-10-07,East of England,618,,2,4167.0,66.8,8.0,4175.0,66.9
2020-10-08,East of England,807,,3,4170.0,66.9,3.0,4178.0,67.0
2020-10-09,East of England,667,,6,4176.0,67.0,2.0,4180.0,67.0
2020-10-10,East of England,547,,3,4179.0,67.0,6.0,4186.0,67.1
2020-10-11,East of England,318,,4,4183.0,67.1,4.0,4190.0,67.2
2020-10-12,East of England,381,,3,4186.0,67.1,3.0,4193.0,67.2
2020-10-13,East of England,657,,6,4192.0,67.2,2.0,4195.0,67.3
2020-10-14,East of England,844,,1,4193.0,67.2,2.0,4197.0,67.3
2020-10-15,East of England,921,,4,4197.0,67.3,5.0,4202.0,67.4
2020-10-16,East of England,577,,3,4200.0,67.4,6.0,4208.0,67.5
2020-10-17,East of England,628,,3,4203.0,67.4,8.0,4216.0,67.6
2020-10-18,East of England,821,,4,4207.0,67.5,6.0,4222.0,67.7
2020-10-19,East of England,719,,4,4211.0,67.5,7.0,4229.0,67.8
2020-10-20,East of England,747,,8,4219.0,67.7,11.0,4240.0,68.0
2020-10-21,East of England,1349,,9,4228.0,67.8,11.0,4251.0,68.2
2020-10-22,East of England,974,,13,4241.0,68.0,9.0,4260.0,68.3
2020-10-23,East of England,846,,6,4247.0,68.1,15.0,4275.0,68.6
2020-10-24,East of England,960,,9,4256.0,68.2,6.0,4281.0,68.6
2020-10-25,East of England,948,,8,4264.0,68.4,13.0,4294.0,68.9
2020-10-26,East of England,796,,7,4271.0,68.5,10.0,4304.0,69.0
2020-10-27,East of England,797,,17,4288.0,68.8,12.0,4316.0,69.2
2020-10-28,East of England,1099,,10,4298.0,68.9,15.0,4331.0,69.5
2020-10-29,East of England,1044,,14,4312.0,69.1,18.0,4349.0,69.7
2020-10-30,East of England,1165,,14,4326.0,69.4,18.0,4367.0,70.0
2020-10-31,East of England,864,,20,4346.0,69.7,18.0,4385.0,70.3
2020-11-01,East of England,936,,12,4358.0,69.9,19.0,4404.0,70.6
